연번,발생일자,사고유형,발생역,발생시간,비고
1601,2022-01-14,출입문관련,수유역,10:29:00,
1602,2022-01-13,승강설비관련,미사역,09:53:00,
1603,2022-01-13,발빠짐,경복궁(3)역,08:53:00,
1604,2022-01-11,열차내 사고,석계(1)역,18:45:00,
1605,2022-01-07,역구내 사고,장한평역,11:00:00,
1606,2022-01-06,출입문관련,충무로(3)역,08:03:00,
1607,2022-01-03,승강설비관련,방화역,08:29:00,
1608,2022-01-02,열차내 사고,신도림(1)역,09:50:00,
1609,2021-12-30,승강설비관련,동대문(4)역,15:32:00,
1610,2021-12-29,발빠짐,압구정역,12:33:00,
1611,2021-12-27,역구내 사고,회현역,17:40:00,
1612,2021-12-26,기타,창동역,00:00:00,
1613,2021-12-26,승강설비관련,서울대입구역,13:58:00,
1614,2021-12-25,역구내 사고,홍대입구역,18:04:00,
1615,2021-12-24,열차내 사고,신도림(2)역,08:10:00,
1616,2021-12-22,출입문관련,동대문역사문화공원(2)역,08:34:00,
1617,2021-12-20,출입문관련,남부터미널역,14:52:00,
1618,2021-12-20,역구내 사고,신설동(1)역,08:45:00,
1619,2021-12-19,승강설비관련,동대문역사문화공원(4)역,18:23:00,
1620,2021-12-19,역구내 사고,미사역,07:46:00,
1621,2021-12-18,역구내 사고,교대(3)역,22:30:00,
1622,2021-12-17,출입문관련,구로디지털단지역,17:25:00,
1623,2021-12-14,발빠짐,신금호역,17:30:00,
1624,2021-12-13,열차내 사고,신이문역,10:35:00,
1625,2021-12-10,승강설비관련,상도역,13:02:00,
1626,2021-12-09,출입문관련,미아사거리역,17:10:00,
1627,2021-12-07,출입문관련,가락시장(8)역,12:06:00,
1628,2021-12-04,출입문관련,강남역,10:48:00,
1629,2021-12-04,발빠짐,연신내(6)역,12:03:00,
1630,2021-12-03,출입문관련,굽은다리역,16:13:00,
1631,2021-12-03,역구내 사고,교대(3)역,10:04:00,
1632,2021-12-02,출입문관련,개롱역,08:22:00,
1633,2021-11-30,발빠짐,천왕역,09:32:00,
1634,2021-11-30,기타,상계역,07:20:00,
1635,2021-11-29,발빠짐,사당(2)역,08:23:00,
1636,2021-11-27,역구내 사고,봉천역,21:00:00,
1637,2021-11-26,승강설비관련,상동역,19:19:00,
1638,2021-11-26,출입문관련,교대(3)역,21:33:00,
1639,2021-11-26,출입문관련,안양역,09:15:00,
1640,2021-11-24,열차내 사고,이수(7)역,08:19:00,
1641,2021-11-23,열차내 사고,동대문역사문화공원(4)역,14:35:00,
1642,2021-11-20,출입문관련,올림픽공원역,15:35:00,
1643,2021-11-17,열차내 사고,동묘앞(1)역,18:35:00,
1644,2021-11-17,열차내 사고,동묘앞(1)역,18:35:00,
1645,2021-11-17,역구내 사고,강동역,17:30:00,
1646,2021-11-15,출입문관련,동대문(1)역,22:22:00,
1647,2021-11-14,출입문관련,신금호역,17:56:00,
1648,2021-11-14,승강설비관련,잠실새내역,18:04:00,
1649,2021-11-13,출입문관련,강동역,20:17:00,
1650,2021-11-12,열차내 사고,방배역,08:44:00,
1651,2021-11-10,승강설비관련,성신여대입구역,12:47:00,
1652,2021-11-09,출입문관련,홍대입구역,19:55:00,
1653,2021-11-09,역구내 사고,장한평역,12:57:00,
1654,2021-11-09,역구내 사고,먹골역,10:19:00,
1655,2021-11-08,역구내 사고,신림역,08:13:00,
1656,2021-11-06,발빠짐,이수(4)역,19:52:00,
1657,2021-11-05,역구내 사고,서울대입구역,12:00:00,
1658,2021-11-05,역구내 사고,연신내(6)역,21:44:00,
1659,2021-11-05,출입문관련,대화역,13:44:00,
1660,2021-11-05,출입문관련,교대(2)역,13:50:00,
1661,2021-11-04,역구내 사고,쌍문역,16:04:00,
1662,2021-11-03,발빠짐,성신여대입구역,16:04:00,
1663,2021-11-02,열차내 사고,구로디지털단지역,08:30:00,
1664,2021-11-02,출입문관련,고속터미널(7)역,10:16:00,
1665,2021-11-02,출입문관련,성신여대입구역,12:01:00,
1666,2021-11-02,출입문관련,창동역,08:39:00,
1667,2021-11-02,출입문관련,종로3가(5)역,22:34:00,
1668,2021-11-01,출입문관련,고속터미널(3)역,18:30:00,
1669,2021-11-01,발빠짐,동대문역사문화공원(5)역,21:37:00,
1670,2021-10-30,출입문관련,경복궁역 ,15:03:00,
1671,2021-10-30,출입문관련,경복궁역 ,15:03:00,
1672,2021-10-30,출입문관련,강남역,16:26:00,
1673,2021-10-30,출입문관련,부평(1)역,19:06:00,
1674,2021-10-28,출입문관련,강남구청역,16:35:00,
1675,2021-10-28,역구내 사고,신풍역,06:48:00,
1676,2021-10-26,열차내 사고,열차내,16:30:00,
1677,2021-10-26,출입문관련,동대문역사문화공원(4)역,20:56:00,
1678,2021-10-25,출입문관련,수유역,07:39:00,
1679,2021-10-25,출입문관련,독립문역,18:03:00,
1680,2021-10-23,출입문관련,사당(2)역,18:05:00,
1681,2021-10-22,출입문관련,신설동(1)역,16:06:00,
1682,2021-10-22,출입문관련,태릉입구(7)역,11:37:00,
1683,2021-10-22,출입문관련,가락시장(3)역,08:39:00,
1684,2021-10-21,승강설비관련,고속터미널(7)역,07:55:00,
1685,2021-10-21,열차내 사고,방배역,09:40:00,
1686,2021-10-20,출입문관련,당고개역,17:43:00,
1687,2021-10-20,발빠짐,공릉역,07:48:00,
1688,2021-10-20,열차내 사고,봉화산역,10:45:00,
1689,2021-10-19,출입문관련,시청(2)역,07:34:00,
1690,2021-10-18,역구내 사고,하계역,09:25:00,
1691,2021-10-18,승강설비관련,사당(4)역,21:35:00,
1692,2021-10-15,승강설비관련,삼각지(6)역,08:28:00,
1693,2021-10-15,열차내 사고,서울대입구역,17:00:00,
1694,2021-10-15,역구내 사고,이수(7)역,17:10:00,
1695,2021-10-14,출입문관련,역삼역,08:40:00,
1696,2021-10-13,발빠짐,경찰병원역,16:48:00,
1697,2021-10-13,역구내 사고,고속터미널(3)역,20:50:00,
1698,2021-10-13,출입문관련,논현역,09:02:00,
1699,2021-10-12,열차내 사고,신도림(2)역,07:58:00,
1700,2021-10-11,기타,수락산역,09:40:00,
1701,2021-10-11,기타,수락산역,09:40:00,
1702,2021-10-09,역구내 사고,종로3가(3)역,07:00:00,
1703,2021-10-08,발빠짐,신촌역,15:43:00,
1704,2021-10-08,발빠짐,방배역,19:02:00,
1705,2021-10-08,출입문관련,문정역,07:31:00,
1706,2021-10-08,출입문관련,건대입구(2)역,20:10:00,
1707,2021-10-08,역구내 사고,성수역,10:35:00,
1708,2021-10-07,역구내 사고,노원(7)역,12:52:00,
1709,2021-10-07,역구내 사고,을지로4가역,13:25:00,
1710,2021-10-06,발빠짐,동대문(1)역,17:04:00,
1711,2021-10-03,출입문관련,우장산역,16:18:00,
1712,2021-10-01,역구내 사고,잠실(8)역,11:44:00,
1713,2021-09-29,출입문관련,오이도역,07:57:00,
1714,2021-09-29,승강설비관련,신당(2)역,08:25:00,
1715,2021-09-28,발빠짐,압구정역,18:13:00,
1716,2021-09-28,출입문관련,신사역,15:14:00,
1717,2021-09-28,출입문관련,창동역,09:08:00,
1718,2021-09-28,출입문관련,광나루역,12:08:00,
1719,2021-09-28,역구내 사고,강남역,09:15:00,
1720,2021-09-27,출입문관련,종로3가(3)역,08:32:00,
1721,2021-09-27,출입문관련,미아사거리역,13:11:00,
1722,2021-09-27,열차내 사고,도봉산(7)역,19:33:00,
1723,2021-09-25,발빠짐,신촌역,12:17:00,
1724,2021-09-24,기타,뚝섬역,01:30:00,
1725,2021-09-23,출입문관련,천호(5)역,10:02:00,
1726,2021-09-18,역구내 사고,선릉(2)역,18:57:00,
1727,2021-09-16,출입문관련,목동역,12:29:00,
1728,2021-09-16,출입문관련,미아사거리역,10:09:00,
1729,2021-09-15,출입문관련,충무로(4)역,10:22:00,
1730,2021-09-15,출입문관련,금정역,08:15:00,
1731,2021-09-15,출입문관련,동대문역사문화공원(4)역,09:45:00,
1732,2021-09-14,열차내 사고,어린이대공원역,08:26:00,
1733,2021-09-14,발빠짐,연신내(6)역,15:27:00,
1734,2021-09-14,출입문관련,회현역,17:04:00,
1735,2021-09-14,출입문관련,경복궁역 ,11:04:00,
1736,2021-09-14,출입문관련,인덕원역,19:05:00,
1737,2021-09-10,출입문관련,고속터미널(7)역,09:58:00,
1738,2021-09-08,열차내 사고,사당(2)역,18:56:00,
1739,2021-09-08,열차내 사고,방배역,18:57:00,
1740,2021-09-07,열차내 사고,영등포구청(2)역,14:47:00,
1741,2021-09-07,역구내 사고,구의역,10:04:00,
1742,2021-09-07,역구내 사고,구로디지털단지역,18:20:00,
1743,2021-09-07,역구내 사고,춘의역,07:22:00,
1744,2021-09-07,출입문관련,상일동역,19:34:00,
1745,2021-09-04,출입문관련,교대(3)역,13:17:00,
1746,2021-09-03,출입문관련,김포공항(5)역,16:47:00,
1747,2021-09-03,역구내 사고,아현역,17:33:00,
1748,2021-09-01,발빠짐,서울(1)역,08:07:00,
1749,2021-09-01,열차내 사고,방배역,18:21:00,
1750,2021-08-31,역구내 사고,신도림(2)역,16:56:00,
1751,2021-08-31,출입문관련,신사역,09:15:00,
1752,2021-08-31,발빠짐,고속터미널(7)역,18:23:00,
1753,2021-08-30,출입문관련,까치산(5)역,18:37:00,
1754,2021-08-30,열차내 사고,구일역,08:28:00,
1755,2021-08-29,발빠짐,고속터미널(7)역,17:20:00,
1756,2021-08-27,발빠짐,동대문역사문화공원(4)역,08:44:00,
1757,2021-08-27,출입문관련,양재역,15:05:00,
1758,2021-08-26,발빠짐,압구정역,15:30:00,
1759,2021-08-24,열차내 사고,동묘앞(1)역,07:32:00,
1760,2021-08-24,역구내 사고,회현역,16:00:00,
1761,2021-08-21,역구내 사고,삼산체육관역,09:25:00,
1762,2021-08-21,열차내 사고,당고개역,13:51:00,
1763,2021-08-19,발빠짐,동대문역사문화공원(4)역,05:53:00,
1764,2021-08-15,출입문관련,미아사거리역,10:34:00,
1765,2021-08-14,출입문관련,한성대입구역,14:00:00,
1766,2021-08-13,역구내 사고,사당(2)역,14:31:00,
1767,2021-08-12,출입문관련,잠실(2)역,18:14:00,
1768,2021-08-12,역구내 사고,성수역,18:05:00,
1769,2021-08-11,기타,구의역,08:50:00,
1770,2021-08-10,발빠짐,압구정역,16:37:00,
1771,2021-08-09,출입문관련,창동역,18:14:00,
1772,2021-08-08,출입문관련,상일동역,11:07:00,
1773,2021-08-08,출입문관련,장지역,13:21:00,
1774,2021-08-07,승강설비관련,가락시장(3)역,06:31:00,
1775,2021-08-06,발빠짐,신촌역,17:34:00,
1776,2021-08-06,역구내 사고,영등포구청(5)역,08:20:00,
1777,2021-08-05,발빠짐,서울(1)역,18:23:00,
1778,2021-08-04,출입문관련,공덕(5)역,17:00:00,
1779,2021-08-02,출입문관련,수유역,11:27:00,
1780,2021-08-02,열차내 사고,신길역,08:14:00,
1781,2021-07-31,역구내 사고,화랑대역,06:52:00,
1782,2021-07-29,출입문관련,신설동(1)역,19:43:00,
1783,2021-07-29,열차내 사고,송파역,17:16:00,
1784,2021-07-29,역구내 사고,신대방삼거리역,08:58:00,
1785,2021-07-28,발빠짐,연신내(6)역,15:11:00,
1786,2021-07-28,출입문관련,구의역,08:34:00,
1787,2021-07-24,승강설비관련,교대(2)역,17:07:00,
1788,2021-07-22,열차내 사고,까치울역,10:06:00,
1789,2021-07-19,출입문관련,군자(5)역,08:14:00,
1790,2021-07-18,역구내 사고,합정(2)역,05:38:00,
1791,2021-07-16,역구내 사고,제기동역,16:36:00,
1792,2021-07-16,역구내 사고,신도림(2)역,08:14:00,
1793,2021-07-13,출입문관련,구파발(3)역,21:25:00,
1794,2021-07-09,열차내 사고,영등포구청(2)역,18:55:00,
1795,2021-07-09,발빠짐,서울(1)역,16:05:00,
1796,2021-07-09,열차내 사고,문래역,18:40:00,
1797,2021-07-09,발빠짐,아현역,16:28:00,
1798,2021-07-09,열차내 사고,영등포구청(2)역,18:35:00,
1799,2021-07-09,역구내 사고,제기동역,15:45:00,
1800,2021-07-08,열차내 사고,수락산역,08:37:00,
1801,2021-07-07,역구내 사고,서울(4)역,15:37:00,
1802,2021-07-05,출입문관련,강남역,07:45:00,
1803,2021-07-04,역구내 사고,봉천역,13:46:00,
1804,2021-07-02,발빠짐,동대문역사문화공원(4)역,08:20:00,
1805,2021-06-30,역구내 사고,태릉입구(6)역,13:21:00,
1806,2021-06-28,출입문관련,하남풍산역,16:11:00,
1807,2021-06-28,출입문관련,산본역,17:41:00,
1808,2021-06-27,발빠짐,구로디지털단지역,11:33:00,
1809,2021-06-27,역구내 사고,경복궁역 ,19:59:00,
1810,2021-06-26,출입문관련,사당(2)역,17:35:00,
1811,2021-06-26,출입문관련,사당(4)역,18:53:00,
1812,2021-06-25,출입문관련,교대(3)역,18:27:00,
1813,2021-06-21,출입문관련,상계역,18:17:00,
1814,2021-06-21,출입문관련,홍대입구역,17:55:00,
1815,2021-06-18,출입문관련,천호(5)역,18:50:00,
1816,2021-06-18,승강설비관련,신림역,08:20:00,
1817,2021-06-17,역구내 사고,길음역,12:37:00,
1818,2021-06-17,출입문관련,방화역,15:00:00,
1819,2021-06-15,역구내 사고,상동역,07:52:00,
1820,2021-06-14,승강설비관련,합정(6)역,08:03:00,
1821,2021-06-12,출입문관련,강남역,13:56:00,
1822,2021-06-10,출입문관련,교대(2)역,19:29:00,
1823,2021-06-10,발빠짐,회현역,18:57:00,
1824,2021-06-10,열차내 사고,단대오거리역,07:45:00,
1825,2021-06-10,출입문관련,교대(3)역,18:55:00,
1826,2021-06-07,발빠짐,이수(7)역,08:08:00,
1827,2021-06-06,역구내 사고,천왕역,07:58:00,
1828,2021-06-06,발빠짐,목동역,21:48:00,
1829,2021-06-06,기타,동작역,13:00:00,
1830,2021-06-03,역구내 사고,신정네거리역,00:05:00,
1831,2021-06-03,승강설비관련,상동역,14:18:00,
1832,2021-06-02,출입문관련,미아역,22:28:00,
1833,2021-06-02,승강설비관련,오금(3)역,09:08:00,
1834,2021-06-01,출입문관련,종로3가(5)역,14:45:00,
1835,2021-05-31,역구내 사고,종로5가역,12:07:00,
1836,2021-05-31,출입문관련,동묘앞(1)역,19:14:00,
1837,2021-05-29,발빠짐,고속터미널(7)역,12:07:00,
1838,2021-05-28,열차내 사고,앙재역,07:50:00,
1839,2021-05-28,열차내 사고,사당(4)역,07:50:00,
1840,2021-05-28,열차내 사고,구파발(3)역,08:30:00,
1841,2021-05-28,역구내 사고,성신여대입구역,09:32:00,
1842,2021-05-28,열차내 사고,녹번역,08:03:00,
1843,2021-05-28,출입문관련,종로5가역,08:40:00,
1844,2021-05-27,발빠짐,보문역,08:21:00,
1845,2021-05-27,출입문관련,공덕(5)역,18:47:00,
1846,2021-05-27,역구내 사고,왕십리(2)역,22:19:00,
1847,2021-05-26,출입문관련,명동역,14:38:00,
1848,2021-05-26,출입문관련,건대입구(7)역,17:30:00,
1849,2021-05-26,출입문관련,서울(4)역,17:48:00,
1850,2021-05-26,발빠짐,응암역,09:46:00,
1851,2021-05-24,출입문관련,동대문역사문화공원(4)역,18:37:00,
1852,2021-05-24,열차내 사고,당산(2)역,21:55:00,
1853,2021-05-22,열차내 사고,고속터미널(3)역,16:00:00,
1854,2021-05-21,역구내 사고,고속터미널(3)역,20:55:00,
1855,2021-05-20,출입문관련,발산역,17:36:00,
1856,2021-05-18,열차내 사고,청량리역,12:11:00,
1857,2021-05-15,출입문관련,잠실(2)역,12:29:00,
1858,2021-05-15,발빠짐,회현역,13:16:00,
1859,2021-05-14,역구내 사고,당산(2)역,21:41:00,
1860,2021-05-12,출입문관련,미아사거리역,07:52:00,
1861,2021-05-11,발빠짐,신길역,09:53:00,
1862,2021-05-10,출입문관련,사당(2)역,18:38:00,
1863,2021-05-10,열차내 사고,동대문(4)역,10:37:00,
1864,2021-05-10,열차내 사고,군자(7)역,08:25:00,
1865,2021-05-08,출입문관련,창동역,11:17:00,
1866,2021-05-04,발빠짐,동대문역사문화공원(4)역,08:44:00,
1867,2021-05-03,출입문관련,광명사거리역,18:13:00,
1868,2021-05-03,열차내 사고,건대입구(2)역,16:13:00,
1869,2021-05-02,출입문관련,영등포시장역,14:31:00,
1870,2021-04-30,승강설비관련,종로3가(3)역,14:06:00,
1871,2021-04-30,열차내 사고,신당(2)역,21:30:00,
1872,2021-04-30,열차내 사고,대화역,14:00:00,
1873,2021-04-29,역구내 사고,광화문역,09:25:00,
1874,2021-04-23,출입문관련,동대문역사문화공원(5)역,17:56:00,
1875,2021-04-22,출입문관련,회현역,18:50:00,
1876,2021-04-21,열차내 사고,합정(2)역,09:57:00,
1877,2021-04-20,출입문관련,용마산역,21:08:00,
1878,2021-04-20,출입문관련,양재역,18:06:00,
1879,2021-04-19,발빠짐,충무로(3)역,08:57:00,
1880,2021-04-17,출입문관련,혜화역,11:08:00,
1881,2021-04-14,열차내 사고,청량리역,16:30:00,
1882,2021-04-13,열차내 사고,강일역,07:54:00,
1883,2021-04-12,출입문관련,잠실(8)역,17:39:00,
1884,2021-04-12,역구내 사고,잠원역,22:00:00,
1885,2021-04-12,승강설비관련,천호(5)역,14:19:00,
1886,2021-04-11,출입문관련,혜화역,12:21:00,
1887,2021-04-09,출입문관련,신도림(2)역,12:44:00,
1888,2021-04-08,열차내 사고,화곡역,16:22:00,
1889,2021-04-08,출입문관련,대림(7)역,09:42:00,
1890,2021-04-08,열차내 사고,고속터미널(7)역,08:25:00,
1891,2021-04-07,출입문관련,여의도역,18:21:00,
1892,2021-04-06,출입문관련,건대입구(7)역,07:57:00,
1893,2021-04-05,역구내 사고,창동역,09:50:00,
1894,2021-04-05,출입문관련,노원(4)역,09:33:00,
1895,2021-04-05,열차내 사고,공릉역,08:27:00,
1896,2021-04-05,출입문관련,신도림(2)역,14:16:00,
1897,2021-04-01,열차내 사고,종로5가역,07:09:00,
1898,2021-04-01,승강설비관련,신도림(2)역,10:59:00,
1899,2021-04-01,승강설비관련,신도림(2)역,10:59:00,
1900,2021-04-01,출입문관련,제기동역,14:22:00,
1901,2021-04-01,승강설비관련,신도림(2)역,10:49:00,
1902,2021-03-31,출입문관련,목동역,09:26:00,
1903,2021-03-31,출입문관련,을지로3가(2)역,15:11:00,
1904,2021-03-29,출입문관련,주안역,16:45:00,
1905,2021-03-29,출입문관련,상도역,17:37:00,
1906,2021-03-27,열차내 사고,신도림(2)역,15:50:00,
1907,2021-03-27,역구내 사고,새절역,22:57:00,
1908,2021-03-26,역구내 사고,영등포시장역,08:50:00,
1909,2021-03-23,역구내 사고,사당(4)역,08:30:00,
1910,2021-03-23,출입문관련,어린이대공원역,13:58:00,
1911,2021-03-20,출입문관련,신림역,18:27:00,
1912,2021-03-19,출입문관련,신도림(2)역,16:25:00,
1913,2021-03-18,역구내 사고,상계역,13:30:00,
1914,2021-03-17,출입문관련,군자(7)역,09:51:00,
1915,2021-03-15,발빠짐,을지로4가역,08:26:00,
1916,2021-03-15,출입문관련,쌍문역,13:29:00,
1917,2021-03-10,출입문관련,신당(2)역,16:30:00,
1918,2021-03-09,발빠짐,신당(2)역,08:35:00,
1919,2021-03-09,역구내 사고,상동역,17:55:00,
1920,2021-03-09,역구내 사고,상동역,18:00:00,
1921,2021-03-06,역구내 사고,구로디지털단지역,18:30:00,
1922,2021-03-05,열차내 사고,방배역,18:40:00,
1923,2021-03-05,열차내 사고,신도림(2)역,18:30:00,
1924,2021-03-05,열차내 사고,신도림(2)역,18:30:00,
1925,2021-03-05,열차내 사고,신림역,18:40:00,
1926,2021-03-04,발빠짐,신대방역,16:20:00,
1927,2021-03-03,역구내 사고,삼성역,07:06:00,
1928,2021-03-03,출입문관련,범계역,16:26:00,
1929,2021-02-26,역구내 사고,까치산(5)역,13:20:00,
1930,2021-02-25,발빠짐,양천구청역,07:43:00,
1931,2021-02-25,출입문관련,불광(3)역,19:23:00,
1932,2021-02-25,출입문관련,교대(3)역,16:57:00,
1933,2021-02-22,역구내 사고,제기동역,21:33:00,
1934,2021-02-21,역구내 사고,중화역,11:38:00,
1935,2021-02-18,출입문관련,충무로(3)역,14:16:00,
1936,2021-02-18,발빠짐,군자(7)역,08:43:00,
1937,2021-02-18,열차내 사고,광화문역,18:22:00,
1938,2021-02-18,승강설비관련,충무로(3)역,10:10:00,
1939,2021-02-16,열차내 사고,충정로(2)역,08:45:00,
1940,2021-02-16,출입문관련,잠실(2)역,22:08:00,
1941,2021-02-13,역구내 사고,경복궁역 ,10:55:00,
1942,2021-02-10,승강설비관련,오금(3)역,21:49:00,
1943,2021-02-09,승강설비관련,신대방삼거리역,16:41:00,
1944,2021-02-09,열차내 사고,신림역,18:29:00,
1945,2021-02-09,열차내 사고,사당(2)역,18:29:00,
1946,2021-02-08,역구내 사고,독바위역,12:40:00,
1947,2021-02-06,역구내 사고,성수역,15:41:00,
1948,2021-02-04,역구내 사고,잠원역,15:10:00,
1949,2021-02-03,출입문관련,수유역,17:38:00,
1950,2021-02-03,열차내 사고,천호(5)역,21:40:00,
1951,2021-02-03,출입문관련,신이문역,18:04:00,
1952,2021-02-03,열차내 사고,길동역,18:38:00,
1953,2021-02-01,출입문관련,숙대입구역,14:27:00,
1954,2021-01-30,발빠짐,신길역,18:15:00,
1955,2021-01-29,출입문관련,신도림(1)역,19:45:00,
1956,2021-01-29,역구내 사고,구로디지털단지역,15:30:00,
1957,2021-01-29,열차내 사고,온수(7)역,15:25:00,
1958,2021-01-28,역구내 사고,연신내(3)역,11:10:00,
1959,2021-01-28,역구내 사고,화랑대역,16:15:00,
1960,2021-01-28,발빠짐,이수(7)역,08:18:00,
1961,2021-01-26,출입문관련,명일역,19:29:00,
1962,2021-01-26,출입문관련,명일역,19:29:00,
1963,2021-01-21,역구내 사고,길음역,14:51:00,
1964,2021-01-21,역구내 사고,한성대입구역,22:40:00,
1965,2021-01-21,역구내 사고,사당(4)역,16:44:00,
1966,2021-01-20,승강설비관련,애오개역,06:34:00,
1967,2021-01-20,열차내 사고,청량리역,16:30:00,
1968,2021-01-18,출입문관련,굽은다리역,21:03:00,
1969,2021-01-18,역구내 사고,면목역,14:52:00,
1970,2021-01-16,발빠짐,동작역,12:16:00,
1971,2021-01-13,역구내 사고,을지로3가(3)역,13:00:00,
1972,2021-01-13,열차내 사고,홍대입구역,12:45:00,
1973,2021-01-13,승강설비관련,모란역,10:40:00,
1974,2021-01-13,역구내 사고,충정로(2)역,07:40:00,
1975,2021-01-13,역구내 사고,광화문역,08:54:00,
1976,2021-01-13,역구내 사고,신사역,09:45:00,
1977,2021-01-13,역구내 사고,논현역,10:35:00,
1978,2021-01-12,역구내 사고,문래역,19:55:00,
1979,2021-01-12,역구내 사고,공덕(5)역,08:45:00,
1980,2021-01-12,출입문관련,서울(4)역,16:40:00,
1981,2021-01-12,역구내 사고,잠실나루역,21:36:00,
1982,2021-01-12,기타,숭실대입구역,11:20:00,
1983,2021-01-11,역구내 사고,역삼역,19:43:00,
1984,2021-01-11,발빠짐,강남역,18:35:00,
1985,2021-01-11,발빠짐,동대문역사문화공원(2)역,14:16:00,
1986,2021-01-10,역구내 사고,창동역,08:40:00,
1987,2021-01-10,역구내 사고,수유역,14:30:00,
1988,2021-01-09,기타,암사역,15:06:00,
1989,2021-01-08,역구내 사고,신림역,14:04:00,
1990,2021-01-08,발빠짐,경복궁역 ,08:27:00,
1991,2021-01-07,역구내 사고,불광(6)역,08:00:00,
1992,2021-01-07,역구내 사고,미아역,09:08:00,
1993,2021-01-07,승강설비관련,방배역,21:20:00,
1994,2021-01-07,승강설비관련,충무로(4)역,11:27:00,
